score,body,date,id,intro,tag,time,title
-0.26,"Mumbai: The Tata group, in an affidavit filed to the National Company Law Tribunal (NCLT) board, strongly refuted charges levelled by Cyrus P. Mistry, the ousted chairman of Tata Sons, and said Mistry did a poor job of turning around companies such as Tata Steel Ltd and Tata Motors Ltd, resulting in a drop in dividends to the Tata Trusts, The Economic Times reported on Monday, citing the affidavit. 
				   
				It also said Mistry did not pay any heed to Ratan Tatas requests to keep his family business at a distance to avoid conflict of interests.The affidavit is a response to the petition filed by Mistry on 20 December. In his petition Mistry alleged mismanagement and oppression of minority shareholders of Tata Sons and seeking the ouster of the current management of Tata Sons and Tata Trusts. Ratan Tata, in a handwritten letter dated 24 September 2013, seemed alarmed by the conflict of interests between Mistrys family business and Mistrys position as chairman and, therefore, prodded Mistry to set up a so called blind Trust that will disassociate the latter from his Tata shareholding, and also not to have any transaction of business between Shapoorji Pallonji Group and Tata Group as long as Mistry was its chairman. Blind Trust is a popular concept abroad when individuals are keen to avoid any conflicts with another entity their firm has a relationship with. It allows the owner of the stake to relinquish the control of the company during the period when he has other responsibilities. Tata preferred handwritten notes in his correspondence with Mistry, reflecting his desire to keep differences strictly confidential, between him and his then successor. Even as Mistry was removed as the chairman of the $103 billion group only on 24 October 2016, the differences between Mistry and the then chairman emeritus Ratan Tata had surfaced as early as 2013, according to the 37-page affidavit. Also read: Sebi seeks explanations from Tata firms on Cyrus Mistry, Nusli Wadia allegationsResponding to the accusation that he has a minor stake in Tata Sons and, therefore, it is the real stakeholders, including Mistrys investment firms, which are suffering because of the losses incurred by Tata Steel Europe, Tata called the insinuation distressing. It is the trusts which hold a majority stake far exceeding that of Mistrys firms. Such inconsiderate allegations effectively degrade my lifelong contribution to the success story of the Tata Group, which began with Tata.The affidavit also provided a detailed account of why the board lost confidence in Mistrys ability to steer and lead. Tata said Mistry did little to resurrect companies such as Tata Motors. Further, dividends received by Tata Trusts declined.He said it was with a heavy heart that he came to terms with the fact that the group had faltered in their judgement when they chose Mistry as chairman. It stated that Mistry has failed to graciously accept the decision of the very same board that appointed him as chairman. Among other things the response to Mistrys petition provided elaborate reasons of why the board lost confidence in Mistrys ability to steer and lead. Tata alleged that Mistry did little to resurrect companies such as Tata Motors. Further, dividends received by Tata Trusts declined.Following a bitter battle which started from the boardrooms and has now spilled into courtrooms, Tata Sons, the holding company of Indias largest conglomerate, has called for an extraordinary general meeting on 6 February to eject Mistry from the board of the closely held firm. Mistry, whose family owns 18.5% of Tata Sons, resigned as director from all Tata Group companies and filed a case with the NCLT alleging that trustees led by interim chairman Ratan Tata were causing a complete breakdown of corporate governance at Tata Sons. Tata Trustsa philanthropic group of bodies endowed by the Tata familyown two-thirds of the firm.",2017-01-09,s2ubstwAZT5xi967GB7zzN,A Tata group affidavit filed to NCLT also said Cyrus Mistry did a poor job of turning around companies such as Tata Steel and Tata Motors,company,10:19,"Cyrus Mistry didnt keep family business at a distance, says Ratan Tata"
-0.09,"Infosys Ltds chief operating officer U.B. Pravin Rao has warned investors of a bumpy ride in fiscal year 2017. According to him, there are some headwinds in the retail and healthcare business segments, which could lead to quarterly ups and downs in the firms performance.The two segments account for 22.5% of Infosyss revenues. Notwithstanding all this, the company has maintained its annual revenue growth forecast of 11.5-13.5%.
				   
				Investors were naturally disappointed. The chances of the company beating its revenue guidance are now slim. Infosys shares fell 4.6% after Raos comments became public. The moot question for investors in information technology (IT) services companies is whether the entire sectors performance will be choppy this year.According to Rao, Infosys is positioned well in the banking and financial services (BFS) vertical, where it has won large deals and has a strong pipeline.Analysts at Nomura Financial Advisory and Securities (India) Pvt. Ltd said in a 7 June note to clients that the financial performance of US and European BFS firms has deteriorated sharply in the March quarter. Revenues of companies that are part of the Fortune 500 fell 10% from a year ago, while their operating profit fell 22%.The financial performance of clients in a sector is typically seen as a lead indicator for IT services demand. Data from the sector, which accounts for about 35% of revenues of Indian IT companies, suggests that FY17 could be a challenging year. Besides, macro data from the US has not been encouraging eitherprivate sector job additions are significantly lower, compared with year-ago levels and consumer confidence has declined.On the other hand, while Rao said that the performance of retail companies in the US has deteriorated and is the poorest in recent times, data collated by Nomura suggests otherwise. The broker said in its note that the performance of US Fortune 500 retail companies remains sluggish, although things havent worsened. To be sure, their revenues and profit were flat in the March quarter, more or less in line with the trend in the preceding quarters.Its likely that the set of clients that Infosys services are more troubled vis-a-vis the average performance of the sector. As such, the FY17 performance of companies will continue to be skewed, and will depend on the exposures that companies have to certain sectors and companies.But, overall, Infosyss latest comments are helpful as they bring in a reality check for some investors who were expecting Infosys to beat its revenue guidance. With valuations of over 19 times estimated FY17 earnings, Infosys shares were pricing in high expectations.",2016-06-13,sKEBzB7OySNgL9HKIYpZ9J,"Headwinds in retail, healthcare may lead to quarterly ups and downs in Infosyss performance, its COO Pravin Rao has warned
",both,01:45,Will FY17 be a choppy year for Indian IT?
-0.5,"New Delhi:  Technology giant IBM on Wednesday said it has appointed Karan Bajwa managing director of its India operations. He succeeds Vanitha Narayana, who has been elevated as chairman of IBM India. 
				   
				Bajwa joined IBM last year as executive for strategy and transformation in the Asia-Pacific region. Previously, he was Microsoft Indias managing director. He was associated with IBMs networking business and was based in Singapore in 2001-05. I see great opportunity ahead for IBM in this market. By constantly reinventing itself and investing in innovation, IBM today is in a sweet spot to help businesses and governments with their digital transformation journey, Bajwa said. I look forward to partnering with the industry, our ecosystem and the IBM team to further strengthen our business in the region. Bajwa will be responsible for all strategic and operational matters related to IBMs sales, marketing, services and delivery operations in the India/South Asia region, including Bangladesh, Nepal and Sri Lanka. He will lead the team to win new business, shape market opportunities by building alliances and partnerships and solidify the companys position in the marketplace, IBM said in a statement.He will also lead IBMs partnership with clients for cloud- and cognitive-led digital transformation of its businesses. As chairman, Narayana is expected to play a critical role in pushing capabilities across IBMs global missions in India, global centres of excellence, research and innovation labs. IBM will rely on her leadership to engage and further strengthen government and regulatory affairs initiatives. According to Narayana, her new assignment reiterates the importance IBM places on India to support growth and innovation in the region. Both Bajwa and Narayana will report to Randy Walker, chairman, IBM Asia-Pacific. These appointments are effective immediately.",2017-01-04,sPjDn5ZvN8hzORL6DsUM4M,"Karan Bajwa succeeds Vanitha Narayana, who has been elevated as chairman of IBM India",competitor,12:18,Karan Bajwa named managing director of IBM India 
0.35,"New Delhi: Tata Power on Wednesday said S. Padmanabhan has been nominated as the chairman of the board of directors of the company. S. Padmanabhan, additional director on the companys board, has been nominated as Chairman of the board of directors of the company effective  January 4, 2017, Tata Power said in a BSE filing. 
				   
				Last month, Padmanabhan was appointed the additional director. Prior to joining the Tata Power board, he was the executive chairman, Tata Business Excellence Group (TBExG), and was recently given the additional responsibility as Head of Group HR for Tata Sons. Padmanabhan has been associated with the Tata group for over 34 years.The nomination comes against the backdrop of Cyrus Mistrys resignation as director of the company in December. After an eight-week bitter boardroom battle, the ousted Tata Group chairman Mistry had quit from boards of listed companies.",2017-01-04,stWhv6HxXvHoUGtl7YSrvN,"Last month, Padmanabhan was appointed the additional director and prior to joining the Tata Power board, he was the executive chairman of Tata Business Excellence Group",company,12:57,S Padmanabhan nominated as chairman of Tata Power
0.17,"New Delhi: More Indians living in the US want a job back home after Donald Trump became the president of the worlds largest economy. 
				   
				The number of Indians in the US searching for jobs in India has gone up more than 10-fold between December and March, according to an analysis by consulting firm Deloitte Touche Tohmatsu Pvt. Ltd, shared exclusively with Mint .There were approximately 600 US-based Indians seeking jobs in India in December 2016. By the end of March 2017, the number had gone up to approximately 7,000, Deloitte analysis said.ALSO READ: Donald Trump orders review of H-1B visa norms, in deterrent to Indian IT companiesThis data comes amid a crackdown by the Trump administration on job visas for skilled workers, including software engineers from India. US Citizenship and Immigration Services said employers seeking H-1B work visasa non-immigrant visa allowing American firms to employ foreign workersfor 2018 declined for the first time in five years.The surge in the number of applicants has been triggered by Trumps vows to protect jobs for locals. A Bloomberg report on Tuesday said Trump will take aim at information technology outsourcing companies when he orders a review of H-1B visa programmes to favour more skilled and highly paid applicants. The report also cited companies such as Tata Consultancy Services Ltd, Cognizant Technology Solutions Corp. and Mphasis Corp. as examples of outsourcing firms that would likely have fewer visas approved once the changes are adopted. The H-1B work visa programme channels thousands of foreign workers to the US technology industry.While US companies will find some tech talent in the US, the numbers might be less than what are required to meet their needs. Add to that, the wages they need to pay to US employees will be much higher than what they pay to H-1B visa holders, said C.K. Guruprasad, a consultant with executive search firm Spencer Stuart.On Tuesday, Australia abolished the 457 visa programme used by over 95,000 temporary foreign workers, the majority of them Indians, to tackle unemployment.Experts see global in-house centres (GICs) as a viable option for companies to not only retain Indian talent but also address the anticipated shortage in the required volume of workers in the US.According to Parag Saigaonkar, Principal at consulting firm Deloitte in India, while the initial thrust of GICs was on moving job roles from a high-cost to low-cost centre to get a competitive edge, companies are now looking at non-linear values that GICs can add to the businessnew things that Indian GICs can produceand supporting the parent organization.With the seemingly shifting dynamics towards options between outsourcing and local hiring, companies with GICs in India could move Indian talent from the US to India and also hire locals into the GICs and thus sidestep the restrictions of outsourcing to third party companies, Guruprasad said.According to K.S.Viswanathan, vice-president for industry initiatives at lobby group Nasscom, while the purpose of GICs so far has revolved around cost and skills arbitration advantages and talent consideration, it is now expected to change.We are seeing a lot of companies looking at building newer competencies around newer technologies like machine learning, AI, automation, UI/UX, product management, DevOps etc, said Anand Subramaniam, engagement manager and delivery head (GIC Accelerator Platform), Zinnov, a consulting firm.On an average, GICs add 50,000 to 70,000 people in India every year and due to the volume requirements, this number is expected to go up, according to Nasscom. According to the lobby group, there are over 1,000 GICs in India. Of these, around 67% of them are of US origin. Around 65% of the total workforce of 750,000 employed by these GICs are for US origin companies.",2017-04-19,syJFH0ErPmRiHiXUykq4DM,The number of Indians in the US searching for jobs in India has surged 10-fold since December as Donald Trump moved to tighten US visa policy,both,04:17,"As US visa troubles deepen, more Indians look to come back"
-0.24,"New Delhi: The government plans to divest Rs11,000 crore worth of stake in public sector unit (PSU) general insurance companies to meet the steep disinvestment target of Rs72,500 crore next fiscal. 
				   
				Of the total target, Rs46,500 crore will be mobilized through minority stake sale and Rs15,000 crore from strategic disinvestment. The goal of Rs72,500 crore is higher than Rs45,500 crore the government has estimated to raise in the current fiscal. ALSO READ: Budget 2017: Disinvestment target at Rs72,500 croreBesides strategic and minority stake sale, Rs11,000 crore has been budgeted from the listing of general insurance companies. The department will make the best endeavour to meet the overall budget target, disinvestment secretary Neeraj Gupta told PTI. Recently, the cabinet approved the reduction of a stake in five state-owned general insurance companies to 75% by listing them on the bourses. The Cabinet Committee on Economic Affairs, headed by Prime Minister Narendra Modi, gave nod to listing five government-owned general insurance companiesNew India Assurance Co., United India Insurance, Oriental Insurance Co., National Insurance Co. and General Insurance Corp. of India (GIC). The government shareholding in these companies will be reduced from 100% to 75% in one or more tranches over a period of time. As for strategic disinvestment, the department of investment and public asset management (DIPAM) has already identified companies and initiated process in some cases. The government has invited bids for consultants and legal advisor for the strategic sale of Projects & Development India Ltd (PDIL) and National Projects Construction Corp. Ltd (NPCC), besides Pawan Hans.ALSO READ: Budget 2017: Limit on interest claims for global firmsAs for the NPCC, the government has decided to disinvest 100% of its shareholding through the merger with a similarly-placed central public sector enterprises (CPSE). Similarly, the government has sought applications for engagement of an advisor and a legal advisor for 100% strategic disinvestment of PDIL and Hindustan Prefab Ltd (HPL). The last date for sending in the application for PDIL and NPCC is 3 February while for HPL, it is 6 February.",2017-02-02,t6Z400tU938Amt1rjY65FM,"Out of total disinvestment target of Rs72,500 crore, govt plans to raise Rs46,500 crore through minority stake sale and Rs15,000 crore from strategic disinvestment",competitor,15:47,"Govt looks to raise Rs11,000 crore from listing of PSU insurers"
-0.05,"Sydney: When Indias Tata Motors bought Jaguar and Land Rover from Ford in 2008, many investors thought then-chairman Ratan Tata was making a big mistake.
				   
				Ford was selling the units for less than half what it paid to acquire them, just as early tremors of the credit crisis began sapping luxury demand. The day before the deal was announced on 3 January, 2008, West Texas Intermediate crude reached $100 a barrel for the first time, suggesting a tough environment for gas-guzzling sports cars and four-wheel drives.Tatas Nano, a super-cheap one lakh rupee ($1,500) minicar pitched at Indias emerging middle class, was seen as the best prospect, and Jaguar Land Rover looked like an expensive distraction. Moodys and S&P both downgraded Tata Motors, and the stock fell almost 30% in the six months it took to complete the transaction.How have those prognostications turned out?Wrong on almost every count. Jaguar Land Rover now accounts for more than half of Tata Motors unit sales, overtaking the trucks and passenger cars produced by Tata Motors India in the past two quarters, according to annual results released Monday.Helped by a weakening rupee, Jaguar Land Rovers British-pound-denominated sales have risen more than fivefold since the takeover to Rs.2.24 trillion ($33.3 billion) in the year through March, according to data compiled by Bloomberg. Tata Motors Indias are up a relatively modest 74%.Jaguar Land Rover is also more profitable, even after one-time costs of £224 million ($329 million) during the fourth quarter related to Takatas airbags recall and damage from the 2015 Tianjin chemicals explosions. Operating margins averaged 11% over the past five years, versus 1% in the domestic business.Hows the much-hyped Tata Nano doing? Not so well. With sales rarely rising above 2,000 units a month, the Gujarat-based factory that was set up to build it is only running at about 10% capacity. Like the netbook computers that were launched around the same time and likewise failed to change the world, its entry-level pricing couldnt quite compensate for quality that was also a bit bargain basement.Tata Motors India is now focusing its attentions on the stronger mid- and high-cost vehicle segments, and has revamped the Nano with a Rs.1.99 lakh starting price. Spare capacity in the Gujarat plant will be used to make its new Tiago, which costs Rs.3.2 lakh and upwards.What should Ratan Tatas successor Cyrus Mistry do about this situation? One option sure to delight investors would be selling the legacy Tata business to focus entirely on Jaguar Land Rover, as canvassed by Gadflys Andy Mukherjee in March. The problem there is finding a buyer for an unprofitable arm thats also more indebted than its upmarket stablemate.A better idea would be to make the best of a bad job and work at applying lessons learned from the British business. As Nissan has shown since its 1999 alliance with Renault, troubled carmakers are often only a few blockbusting designs away from success. Many investors nowadays regard Tata Motors India as an irredeemable basket case thats lurched from one crisis to another for decades. They thought the same thing of Jaguar Land Rover eight years ago. Bloomberg",2016-05-31,tFin5qigxFKhCDtqk1r3xJ,"Jaguar Land Rover now accounts for more than half of Tata Motors unit sales, overtaking flagship trucks, passenger cars in the past two quarters
",company,20:52,The Jaguar that ate Tata Motors proves expensive folly no more
-0.39,"It is the age of start-ups. If you are living in a metro city, more often than not, you will have some one in your circle doing a start-up. Or some one you know will know of people with their own start-ups. Or someone you know will know someone...You get the point. 
				   
				The Indian government knows this. Thus, it is working to turn this start-up ecosystem into a growth engine for the Indian economy. Indian industry is not behind. Big information technology (IT) companies as well as industry bodies like Nasscom have taken it upon themselves to nurture this ecosystem and mentor the abundant young talent in the country.Nasscom has been organizing the countrys largest annual leadership forum for more than two decades. Over the last couple of years, the summits focus has been shifting towards technology start-ups which are slowly, but steadily changing the industrys landscape. According to the industry body, the next wave of growth for the tech industry will come from these startups. Currently, the industry body is in the middle of hosting the 24th edition the annual summitNILF (Nasscoms India Leadership Forum) 2016 in Mumbai. But still not many start-ups are willing to take part in this event. Or to be precise, they arent able to take part.We are not attending the NILF, of course not. The fee for one person is 41 grand (Rs.41,000). Thats crazy. I dont have that kind of money to spare, says the co-founder of a Mumbai-based tech-start up, who doesnt want to be named.I have a company to run, so every penny is important. Paying a lakh for us co-founders (there are two of them) to listen to what industry leaders are saying is a bit too much.But we have meetings lined up with people who are attending the event, at the same hotel (Grand Hyatt, Mumbai), but outside the venue, she says with a wink.She is not the only one. There are many more founders and co-founders of start-ups who are looking for funds to sustain their companies, and cannot spare that much. After all, India is the third largest technology start-up base.The country has more than 4,200 start-ups, and adds about 1,200 start-ups every year, according to data collated by Nasscom.Nasscoms event is sold out this year. As always.The price of attending the event starts from Rs.31,000 and goes up to Rs.41,000 for its members. For non-members, it ranges from Rs.31,000 to Rs.49,000.Like every year, Nasscoms NILF has a stellar list of partners, sponsors and speakers. Leading technology companies like International Business Machines Corp. (IBM), Tata Consultancy Services Ltd (TCS) and Infosys Ltd are among its top sponsors.Its featured speakers this year include Safra A Catz, global co-chief executive of Oracle Corp.; N.  Chandrasekaran, chief executive and managing director, TCS; Srinivas Kandula, India CEO of Capgemini; Amitabh Kant, secretary, department of industrial policy and promotion; and Rajan Anandan, vice president, managing director, South-East Asia, Google India, among others. The majority of it attendees are executives from multinational technology firms, big and mid-sized Indian IT firms and a few start-ups, which have been able to do well for themselves.But if Nasscom is working towards creating an ecosystem for start-ups so they can grow, whats the point of hosting an event that cannot accommodate the very people its meant foryoung entrepreneurs, too early in the game to be able to pay the fees demanded for attendance.",2016-02-12,tNj1U59p4eSDWTjAHunIBL,"If Nasscom is working towards creating an ecosystem for start-ups so they can grow, whats the point of hosting an event that cannot accommodate the very people its meant for?
",both,20:03,For whom is the Nasscoms India Leadership Forum 2016?
0.78,"London: Tata Sons interim chairman Ratan Tata was on Sunday hailed as the saviour of the UK steel industry after the Tata Group announced a 10-year commitment of £1 billion investment to save thousands of jobs for its embattled steelworks in the country last week. 
				   
				In a special feature titled Man of Steel, the Sunday Times attributes the thousands of jobs saved in the industry largely to the sacking of Cyrus Mistry and Ratan Tata stepping in as interim chairman. Last weeks abrupt change of heart owes much to a terse board meeting in Mumbai on 24 October. At that meeting the board of Tata Sons, the parent company that sits astride an empire spanning steel to tea, sacked its chairman Cyrus Mistry and reinstated his predecessor Ratan Tata, the report said. Describing Ratan Tata as the architect of the £6.1-billion acquisition of Corus in 2007, it quotes insiders as saying that the 78-year-old tycoon was never comfortable with the idea of abandoning Tata Steels Welsh plant at Port Talbotthe UKs largest steelworks. Now he is back at the helm, Port Talbot has won a reprieve, it notes. Tata is said to have been painfully aware that the closure of Port Talbot would devastate the town already marred by poverty. As the head of the (Tata company) charity, Ratan is not like that. You dont want to get rid of vast chunks of people and create mass unemployment. Ratan was quite upset at the way he (Mistry) was dealing with Tata Steel. There were all these whispers that he (Ratan) did the wrong thing in buying Corus, the newspaper quotes an insider as saying. Nearly 11,000 British workers at Tata Steel have been rejoicing after the company has indicated that it would not take any dividends from its British plants until their profit tops £200 million a year. The company made the pledge last week as part of a plan that will keep the Port Talbot site in south Wales open until at least 2021. It promised no job cuts for five years and to pump £1 billion into its UK plants over 10 years. Tata said in a statement, The immediate target of £200 million provides sufficient funds to invest in the business and to manage working capital needs. However, beyond this level the business will balance the needs of all its stakeholders, including the financing of dividends. In return, workers must accept the closure of the British Steel Pension Scheme to future accruals.",2016-12-11,tczZPneSeIMOSd2GwlDMAL,Ratan Tata was hailed as the saviour of the UK steel industry after the Tata Group announced a 10-year commitment of £1 billion investment to save thousands of jobs,company,20:32,Ratan Tata hailed as saviour of UK steel industry
-0.63,"Seattle: Amazon.com Inc. is teaming up with VMware Inc. to let customers combine VMwares software for corporate networks with Amazons Internet-based cloud-computing services, a bid by Amazon to better compete with rival Microsoft Corp. in hybrid cloud solutions.
				   
				VMware will deliver, sell and support a product that lets customers use their existing VMware software with access to Amazons cloud-based storage, database and analytic software, the companies said Thursday in a statement. Hybrid solutions allow customers to run applications on their own servers and through various remote cloud-based applications simultaneously.Called VMware Cloud on AWS, the product will be available in mid-2017. Pricing will be disclosed closer to the release, the companies said. It will appeal to companies that want the flexibility and capacity of managing data via the cloud.Amazon is trying to maintain its lead in the cloud-computing market over rivals Microsoft, Alphabet Inc.s Google and IBM as more companies transition from using their servers to renting computing power and data space hosted remotely, which they access via the Internet. Movie-service Netflix Inc. is a prominent example of a web company powered by Amazon Web Services.VMware is shifting its cloud strategy to focus on selling products that work with existing leaders, rather than trying to establish itself as an alternative to the Amazons of the world. As more companies run applications on rented servers over the Internet, providing services that link the different technologies customers use is a growing opportunity for VMware.Powerful partnershipThe alliance is a very powerful collaboration that gives companies flexibility in deciding whether to transition their data to the public cloud while maintaining investments theyve made in on-premise data centers, said Tim Feeney, an analyst at Morningstar Inc.Essentially, the process of managing the hybrid cloud environment is significantly less of a hassle now, Feeney said. This is a very powerful move for VMware because IT managers are more likely to retain VMwares services for longer.VMware CEO Pat Gelsinger said he sees hybrid solutions providing business opportunities for decades into the future while the on-premise data business slows.The Amazon partnership could be a blow to International Business Machines Corp., which has its own deal with VMware. IBM, however, said in a statement that 1,000 clients are already using the IBM cloud with software from VMware and the partnership has created significant momentum.Microsoft, responding to the Amazon-VMware agreement, said AWS is behind in offering hybrid cloud solutions.Microsoft Azure has always been hybrid by design, based on our decades of enterprise experience, the company said in the statement. True hybrid cloud isnt just connectivity, its consistencyacross development, management, and security.Global public cloud spending is expected to hit $204 billion this year, up 16.5% from a year ago, according to researcher Gartner Inc. Bloomberg",2016-10-14,tmzrcsq5hai1Gk4614wDbK,"VMware will deliver, sell and support a product that lets customers use their existing VMware software with access to Amazons cloud-based storage",competitor,17:42,Amazon teams with VMware for hybrid cloud to rival Microsoft 
-0.88,"Bengaluru: Wipro chief executive officer Abidali Neemuchwala, who is based out of Dallas, US, could not fly down to Bengaluru when the company declared its second- quarter earnings last week because of a prior engagement. 
				   
				However, in a telephone interview with Mint, Neemuchwala said that Wipro is well-positioned and on its way to make itself a future-ready firm. The former Tata Consultancy Services Ltd veteran, who joined the company in April 2015 as the chief operating officer and took over as the CEO in February this year, has taken steps to improve Wipros delivery and sales capabilities. Edited excerpts: Due to slow growth and declining profitability, and the way technology is changing, many commentators and analysts have questioned the Indian IT outsourcing industry and are pronouncing the death of Indian IT. What are your thoughts? I would not agree with the death of Indian IT. Indian IT has always had the resilience or ability to transform itself. It has the flexibility, the nimble-footedness. One of our industrys core competencies has been our ability to train a large number of people. Now is the market changing? The answer is definitely yes. So what has made us successful in the pastis that going to make us successful in the future? The answer is certainly no. Will change be required? The answer is yes. Will Wipro be able to undergo that change? Absolutely yes. I am absolutely confident. Are we well-positioned as a company? The answer is yes. This is because I have always believed Wipro as a company is entrepreneurial. We are also very technology-centric. We have made investments in digital technologies, like Internet of Things and cloud. We are making the organisation simple and nimble-footed. We are democratising the operating structure where every single unit can run with that. We started hyper automation and now we are ahead of our plan. So going forward times for Wipro will be better than in the past and I wouldnt call it a doomsday scenario.Its now been over eight months and two full quarters with you as CEO. What has been, say, two heartening features for you as the boss and issues which have disappointed you, which you believe could have made your company do better?Two most heartening things which I have seen in the eight months are that our strategy and ambition resonates and percolates to employees and customers. This is very important for any CEO. Simply, because no single CEO can do magic in a company unless the CEO has the power of the organisation. And at the same time making employees believe that their future is tied to the future of the company. I am very glad that we have been able to do this and that is a very heartening thing for me. We had a very stable CEO transition (on 1 February Neemuchwala was appointed as CEO and his predecessor T.K. Kurien was appointed executive vice-chairman). We have a very stable top management team. The kind of changes we wanted to do at the top, we have been able to do without losing the senior leadership talent pool. The second thing is that as we started articulating our strategy, our customers are lapping up to this strategy. The newly-acquired and newly-built capabilities like Wipro Digital or Wipro Consulting or our hyper automation journey combined with Wipro Holmes, or our investments through Wipro ventures... we are able to take these capabilities to each one of our customers. On the other hand, the speed of change which is required and the speed of change a knowledge-based organisation can undergo is something which I would be happier if we could do it faster. Yes, we are an over 170,000-people-strong company. But the pace of change, the training, the way we are changing our processes, all of it I wish I could get done faster. Its not to say Im dissatisfied with the pace but it would be heartening if we could bring this change faster than what we are doing.Two-full quarters as CEO, and you have embarked on a journey by articulating six broad themes. Given these measures you have started, the management has said in the past that a complete turnaround will take time. Will it be fair to ask if the company can come back or say end March 2018 with industry-matching growth or Nasscom-projected growth numbers?Im always careful of putting a timeline and so I believe it is not unreasonable to expect this (by coming to industry-matching growth number by March 2018). I feel very confident and I see green shoots coming in a more sustainable manner. Im very hopeful that four-five quarters is a good time for a very visible outcome or metric for an industry-leading growth or margin.One of the things which is of concern now for many is that despite making three buyouts, with a combined revenue of $340 million, in the last financial year, and this fourth buyout of Appirio, Wipro is not able to record impressive growth. So on the merger and acquisition (M&A) front, how are you going to make sure Wipro is able to integrate buyouts well and scale up business?I think there are two parts. First is having a bold and risk taking ability to buy. And second is staying the course and making these acquisitions successful. We have shown that we certainly have the former. Now, its time to focus on the latter. So take for example, our acquisition of DesignIt (Wipro Ltd acquired Denmark-based DesignIt for $95 million in July last year). When we acquired it, we had 300 designers. Now we have 450 designers. That company on its own has never seen that kind of explosive growth. I feel very confident that we have the right balance where we dont give our buyouts such a tight embrace that we squeeze the company. We keep these buyouts in our shadow but not alone. I believe we have learnt from our past mistakes. Now HealthPlan Services (Wipro spent $460 million to buy HealthPlan Services in February this year) is a recent buyout but I do see very early synergy wins there. Although right now because of US elections and some issues in the Healthcare Payer market, there is a level of uncertainty. Cellent (Wipro paid $78 million in December last year to buy German firm Cellent) is taking a bit longer than the other two but that is because of cultural issues. Also, Im very focused that every business unit should not have more than one acquisition to integrate and digest. So Cellent is under manufacturing and Continental Europe. Appirio will sit with business applications. DesignIt sits with digital.These four buyouts bring over $550 million in revenue. So clearly M&A is going to play a big part of your ambitious target of becoming a $20 billion firm by 2020. What percentage of revenue do you expect to generate from M&A?We dont break out organic or inorganic revenue growth because it can be a bit misleading. But directionally, I can tell you that M&A will not be insignificant. It will be substantial and not small. The ticket size you are seeing is already bold from the Indian IT perspective. But we will not acquire to buy revenue or scale.",2016-10-24,u0swvRQUwz7X2V8n7hWWYN,"Indias IT sector has always had the resilience or ability to transform itself, says Abidali Neemuchwala ",competitor,10:45,IT sector not looking at doomsday scenario: Wipro CEO Abidali Neemuchwala  
